timestamp;id;sensorvalue_a;sensorvalue_b;sensorvalue_c
25.11.2025 14:26:39;2471;949.0;758.0;970.0
25.11.2025 14:26:40;2472;960.0;770.0;991.0
25.11.2025 14:26:41;2473;945.0;760.0;978.0
25.11.2025 14:26:42;2474;958.0;769.0;981.0
25.11.2025 14:26:43;2475;950.0;762.0;981.0
25.11.2025 14:26:44;2476;963.0;772.0;990.0
25.11.2025 14:26:45;2477;948.0;759.0;979.0
25.11.2025 14:26:46;2478;957.0;765.0;981.0
25.11.2025 14:26:47;2479;949.0;767.0;979.0
25.11.2025 14:26:48;2480;956.0;769.0;986.0
25.11.2025 14:26:49;2481;948.0;763.0;981.0
25.11.2025 14:26:50;2482;956.0;769.0;991.0
25.11.2025 14:26:51;2483;952.0;768.0;985.0
25.11.2025 14:26:52;2484;955.0;770.0;987.0
25.11.2025 14:26:53;2485;956.0;762.0;984.0
25.11.2025 14:26:54;2486;959.0;769.0;991.0
25.11.2025 14:26:55;2487;955.0;759.0;976.0
25.11.2025 14:26:56;2488;956.0;765.0;976.0
25.11.2025 14:26:57;2489;952.0;769.0;984.0
25.11.2025 14:26:58;2490;945.0;755.0;972.0
25.11.2025 14:26:59;2491;952.0;766.0;987.0
25.11.2025 14:27:00;2492;949.0;766.0;980.0
25.11.2025 14:27:01;2493;953.0;764.0;984.0
25.11.2025 14:27:02;2494;953.0;773.0;986.0
25.11.2025 14:27:03;2495;943.0;769.0;981.0
25.11.2025 14:27:04;2496;956.0;769.0;982.0
25.11.2025 14:27:05;2497;952.0;762.0;979.0
25.11.2025 14:27:06;2498;953.0;773.0;984.0
25.11.2025 14:27:07;2499;944.0;765.0;979.0
25.11.2025 14:27:08;2500;958.0;775.0;995.0
